tailNum,year,carrier,model,aircraftType,engineType,manufacturer
N471AA,1988,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N423AA,1986,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N363NB,2003,NW,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N788AS,1997,AS,737-490,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N326US,1992,NW,A320-211,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N514UA,1990,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N12313,1985,CO,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N420UA,1994,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N584UA,1993,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N241AA,1984,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N458AA,1988,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N506AA,NULL,AA,,,,
N637SW,1996,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N634SW,1996,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N3AGAA,NULL,AA,,,,
N3BTAA,NULL,AA,,,,
N3CVAA,NULL,AA,,,,
N3AJAA,NULL,AA,,,,
N39297,2005,CO,737-824,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N14601,1994,CO,737-524,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N546AA,NULL,AA,,,,
N244AA,1984,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N625AW,1989,US,A320-231,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N15710,1998,CO,737-724,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N16632,1995,CO,737-524,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N297WN,2007,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N4WUAA,NULL,AA,,,,
N589AA,1991,AA,DC-9-83(MD-83),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N706AS,1998,AS,737-490,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N924AT,2000,FL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N975AT,2002,FL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N945N,1975,NW,DC-9-32,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS
N9333,1968,NW,DC-9-31,Fixed Wing Multi-Engine,Turbo-Jet,DOUGLAS
N778SW,2000,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N587AA,1991,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N472AA,1988,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N579AA,1991,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N57852,2001,CO,757-324,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N600TR,1979,NW,DC-9-51,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS
N670MC,1976,NW,DC-9-51,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS
N576AA,1991,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N4UCAA,NULL,AA,,,,
N510AA,1982,AA,T210N,Fixed Wing Single-Engine,Reciprocating,CESSNA
N673DL,1992,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N563AA,1987,AA,DC-9-83(MD-83),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N562AA,1987,AA,DC-9-83(MD-83),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N202AA,1980,AA,421C,Fixed Wing Multi-Engine,Reciprocating,CESSNA
N3DDAA,NULL,AA,,,,
N3BXAA,NULL,AA,,,,
N3BVAA,NULL,AA,,,,
N16703,1998,CO,737-724,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N14652,1998,CO,737-524,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N512AS,NULL,AS,NULL,NULL,NULL,NULL
N237AA,1984,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N249AA,1984,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N419AA,1986,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N37255,2000,CO,737-824,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N4XRAA,NULL,AA,,,,
N596AA,1992,AA,DC-9-83(MD-83),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N456AA,1988,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N271AA,1985,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N363NW,1998,NW,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS INDUSTRIE
N491WN,2004,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N24729,1999,CO,737-724,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N598AA,1992,AA,DC-9-83(MD-83),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N4YSAA,NULL,AA,,,,
N730SW,1999,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N312US,1990,NW,A320-211,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N375NC,2002,NW,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N494AA,1989,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N248AA,1984,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N486AA,1988,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N87512,NULL,CO,NULL,NULL,NULL,NULL
N622AA,1990,AA,757-223,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N947DL,1989,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N925DL,1988,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N434AA,1987,AA,DC-9-83(MD-83),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N4YEAA,NULL,AA,,,,
N794SW,2001,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N738CB,1999,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N17730,1999,CO,737-724,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N641SW,1996,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N546UA,1991,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N314UA,1987,UA,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N3BNAA,NULL,AA,,,,
N792AS,1997,AS,737-490,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N559AA,1991,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N497AA,1989,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N14308,1985,CO,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N553NW,2001,NW,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N551NW,2001,NW,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N640SW,1996,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N3ALAA,NULL,AA,,,,
N3CNAA,NULL,AA,,,,
N618AS,2000,AS,737-790,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N4WYAA,NULL,AA,,,,
N532AA,NULL,AA,,,,
N474AA,1974,AA,172M,Fixed Wing Single-Engine,4 Cycle,CESSNA
N626AS,2001,AS,737-790,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N400WN,2001,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N758SW,1999,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N488AA,1988,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N536AA,NULL,AA,,,,
N585AA,1991,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N630JB,2005,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N35407,2001,CO,737-924,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N37409,2001,CO,737-924,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N520SW,1991,WN,737-5H4,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N844UA,2001,UA,A319-131,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N521UA,1990,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N595AA,1992,AA,DC-9-83(MD-83),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N566AA,1987,AA,DC-9-83(MD-83),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N34282,2004,CO,737-824,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N449AA,1987,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N279AA,1985,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N542AA,NULL,AA,,,,
N607AS,1999,AS,737-790,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N73278,NULL,CO,737-824,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N832MH,2000,DL,767-432ER,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N765NC,1976,NW,DC-9-51,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS
N278AA,1985,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N516AA,NULL,AA,,,,
N540AA,NULL,AA,,,,
N435WN,2003,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N333UA,1988,UA,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N4XAAA,NULL,AA,,,,
N234AA,1983,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N5EMAA,NULL,AA,,,,
N5FEAA,NULL,AA,,,,
N5CEAA,NULL,AA,,,,
N778NC,1979,NW,DC-9-51,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS
N906WN,NULL,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N542UA,1991,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N4XWAA,NULL,AA,,,,
N643JB,2006,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N753SW,1999,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N816UA,1998,UA,A319-131,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N507AA,1997,AA,FALCON-XP,Fixed Wing Single-Engine,Reciprocating,WOBIG WAYNE R
N561AA,1991,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N557AA,1993,AA,KITFOX IV,Fixed Wing Single-Engine,Reciprocating,MARZ BARRY
N403AA,NULL,AA,,,,
N518AA,NULL,AA,,,,
N526AA,NULL,AA,,,,
N12125,1998,CO,757-224,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N496WN,2004,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N236AA,1984,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N533US,1988,NW,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N411UA,1994,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N529AA,NULL,AA,,,,
N21723,1999,CO,737-724,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N3CGAA,NULL,AA,,,,
N3CHAA,NULL,AA,,,,
N3CSAA,NULL,AA,,,,
N581NW,2002,NW,757-351,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N528AA,NULL,AA,,,,
N69311,1985,CO,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N409WN,2001,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N233AA,1983,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N468AA,1988,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N481AA,1988,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N611AS,1999,AS,737-790,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N366NW,1999,NW,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS INDUSTRIE
N267WN,2007,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N515UA,1990,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N3739P,NULL,DL,NULL,NULL,NULL,NULL
N3740C,2000,DL,737-832,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N498WN,2005,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N307SW,1985,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N436AA,1987,AA,DC-9-83(MD-83),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N4XXAA,NULL,AA,,,,
N572AA,1987,AA,DC-9-83(MD-83),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N30401,2001,CO,737-924,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N38417,2008,CO,737-924ER,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N397DA,2000,DL,737-832,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N379DA,1999,DL,737-832,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N3BYAA,NULL,AA,,,,
N3BPAA,NULL,AA,,,,
N644AS,2003,AS,737-790,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N619AS,2000,AS,737-790,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N501US,1985,NW,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N769SW,2000,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N555AA,NULL,AA,,,,
N537AA,NULL,AA,,,,
N489AA,1989,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N56859,2004,CO,757-324,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N351SW,1989,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N949FR,2006,F9,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N328NW,1992,NW,A320-211,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N378NW,2003,NW,A320-211,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N613SW,1995,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N5DVAA,NULL,AA,,,,
N5BYAA,NULL,AA,,,,
N632AA,1990,AA,757-223,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N930DL,1988,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N993DL,1991,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N936DL,1989,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N916WN,2008,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N479WN,2004,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N3BRAA,NULL,AA,,,,
N3CEAA,NULL,AA,,,,
N810UA,1998,UA,A319-131,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N541AA,1982,AA,C90,Fixed Wing Multi-Engine,Turbo-Prop,BEECH
N990DL,1991,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N904DE,1992,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS CORPORATION
N334UA,1988,UA,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N464AA,1988,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N520AA,NULL,AA,,,,
N448AA,1987,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N927FR,2004,F9,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N320US,1991,NW,A320-211,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N729SW,1999,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N611SW,1995,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N538AA,NULL,AA,,,,
N558AA,1991,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N355NW,1998,NW,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS INDUSTRIE
N347SW,1989,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N507SW,1990,WN,737-5H4,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N495AA,1989,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N421AA,1962,AA,421C,Fixed Wing Multi-Engine,Reciprocating,CESSNA
N484AA,1988,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N792SW,2000,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N726SW,1999,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N519US,1986,NW,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N427WN,2002,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N573UA,1992,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N29717,1999,CO,737-724,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N918WN,NULL,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N5DYAA,NULL,AA,,,,
N638AA,1991,AA,757-223,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N333SW,1988,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N445AA,1987,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N451AA,1987,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N4XDAA,NULL,AA,,,,
N521AA,NULL,AA,,,,
N615AS,2000,AS,737-790,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N625AS,2001,AS,737-790,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N459WN,2004,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N3AWAA,NULL,AA,,,,
N3CXAA,NULL,AA,,,,
N3CCAA,NULL,AA,,,,
N456WN,2004,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N57855,2004,CO,757-324,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N34131,1998,CO,757-224,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N74856,2004,CO,757-324,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N689SW,1985,WN,737-3Q8,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N290WN,2007,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N181UA,1991,UA,747-422,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N771UA,1995,UA,777-222,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N657UA,1993,UA,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N421UA,1994,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N434WN,2003,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N703SW,1997,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N495WN,2004,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N714CB,1998,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N774SW,2000,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N936UA,1992,UA,737-522,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N938UA,1992,UA,737-522,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N343AA,1979,AA,S-76A,Rotorcraft,Turbo-Shaft,SIKORSKY
N378AA,1963,AA,172E,Fixed Wing Single-Engine,Reciprocating,CESSNA
N4WPAA,NULL,AA,,,,
N649AS,2003,AS,737-790,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N648AS,NULL,AS,,,,
N76516,NULL,CO,NULL,NULL,NULL,NULL
N553AA,1991,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N622AS,2000,AS,737-790,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N630WN,1996,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N365SW,1993,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N419UA,1994,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N515AA,NULL,AA,,,,
N413AA,1986,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N5CBAA,NULL,AA,,,,
N455AA,1988,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N478AA,1988,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N767SW,NULL,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N4WJAA,NULL,AA,,,,
N509AA,NULL,AA,FALCON-XP,Fixed Wing Single-Engine,Reciprocating,FREDERICK CHRIS K
N490AA,1989,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N482AA,1988,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N502AA,NULL,AA,,,,
N207WN,2005,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N3CFAA,NULL,AA,,,,
N3BEAA,NULL,AA,,,,
N3741S,2001,DL,737-832,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N3730B,2000,DL,737-832,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N963AT,2001,FL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N411WN,2001,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N665WN,1986,WN,737-3Y0,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N575AA,1963,AA,210-5(205),Fixed Wing Single-Engine,Reciprocating,CESSNA
N560AA,NULL,AA,,,,
N258AA,1985,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N39728,1999,CO,737-724,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N70352,1987,CO,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N914FR,2002,F9,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N250WN,2006,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N614AA,1989,AA,757-223,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N5FPAA,NULL,AA,,,,
N483AA,NULL,AA,,,,
N14341,1987,CO,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N11651,1997,CO,737-524,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N35260,2001,CO,737-824,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N662DN,1991,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N590AA,1991,AA,DC-9-83(MD-83),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N410AA,1986,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
